League,Home_Team,Away_Team,Home_FH,Away_FH,Home_Result,Away_Result,Odds_Home,Odds_Draw,Odds_Away,Alt-Ust
Italian League,Verona , Genoa,1,0,1,0,1.8,3.1,4.1,ALT
Mexican League,Tigres UANL , Tijuana,0,0,2,0,1.55,3.7,4.8,ALT
Mexican League,Santos Laguna , Pachuca,1,0,3,1,2.45,3.05,2.6,UST
Mexican League,Club Leon , Queretaro,0,1,1,1,1.85,3.1,3.8,UST
Chilean League,Audax Italiano , Union Espanola,0,0,0,1,2.5,3.0,2.55,ALT
US Soccer League,Portland T , LA Galaxy,0,2,1,3,2.1,3.4,2.85,UST
Spanish League,Barcelona , Sevilla,0,0,1,0,1.37,4.2,7.0,ALT
Chilean League,Huachipato , Cobresal,0,0,1,0,2.2,3.3,2.75,ALT
Italian League,Juventus , Inter,0,1,0,1,2.7,3.0,2.4,ALT
French League,Paris SG , Lorient,2,0,5,1,1.1,7.5,15.0,UST
Norwegian League,Bodo Glimt , Rosenborg,0,1,2,2,1.42,4.1,6.0,UST
Mexican League,Toluca , Puebla,2,1,2,1,3.1,3.05,2.1,UST
Spanish League,Granada , Vallecano,0,2,2,2,2.55,2.85,2.65,UST
Spanish League,Valencia , Cadiz,0,0,0,0,1.9,3.05,3.7,ALT
Italian League,Sampdoria , Roma,0,1,0,1,4.7,3.5,1.63,ALT
Norwegian League,Sarpsborg , Viking FK,0,0,0,1,2.25,3.2,2.75,ALT
Norwegian League,Odd BK , Tromso,1,0,2,0,2.2,3.05,2.95,UST
Norwegian League,Jerv , Stromsgodset,0,0,1,0,3.05,3.2,2.05,ALT
Norwegian League,Haugesund , Sandefjord,0,3,1,3,1.87,3.3,3.5,UST
Norwegian League,Aalesund , Kristiansund,0,0,1,0,2.05,3.4,2.95,ALT
English Premier,Tottenham , Newcastle,1,1,5,1,1.4,4.2,6.0,UST
German League,Monchengladbach , Mainz,1,0,1,1,2.25,3.2,2.75,UST
Swedish League,Norrkoping , Varbergs,0,0,0,1,1.7,3.5,4.0,ALT
Swedish League,Kalmar , Malmo,0,0,0,1,4.2,3.3,1.72,ALT
French League,Lyon , Angers SCO,1,0,3,2,1.35,4.5,7.0,UST
Dutch League,Cambuur , Nijmegen,1,1,1,2,2.25,3.3,2.65,UST
Spanish League,Real Betis , Osasuna,2,0,4,1,1.82,3.3,3.7,UST
English League Champ,Birmingham , West Bromwich,0,0,1,0,3.5,3.1,1.97,ALT
German League,Augsburg , Wolfsburg,1,0,3,0,2.4,3.05,2.65,UST
English Premier,West Ham , Everton,1,0,2,1,1.67,3.5,4.1,UST
Italian League,Atalanta , Napoli,0,2,1,3,2.1,3.1,3.1,UST
Italian League,Udinese , Cagliari,2,1,5,1,1.87,3.1,3.8,UST
French League,St Etienne , Marseille,1,1,2,4,3.2,2.9,2.15,UST
French League,Troyes , Reims,0,0,1,0,2.45,2.6,3.0,ALT
French League,Clermont , Nantes,0,1,2,3,2.5,2.9,2.65,UST
French League,Metz , Monaco,0,0,1,2,6.5,3.9,1.42,UST
French League,Montpellier , Brest,0,0,1,2,1.97,3.2,3.3,UST
Swedish League,IFK Gothenburg , Varnamo,1,0,2,1,1.67,3.4,4.4,UST
Swedish League,Sirius , Sundsvall,0,1,2,1,1.63,3.6,4.3,UST
Dutch League,Fortuna Sittard , Heracles,0,0,0,2,2.1,3.1,3.1,ALT
Dutch League,Sparta Rotterdam , Heerenveen,0,0,1,1,2.15,3.0,3.1,ALT
Spanish League,Athletic Bilbao , Elche,1,0,2,1,1.37,4.1,6.5,UST
French League,Strasbourg , Lens,0,0,1,0,2.0,3.2,3.2,ALT
Italian League,Fiorentina , Empoli,0,0,1,0,1.5,3.9,5.0,ALT
Dutch League,Zwolle , Go Ahead Eagles,0,0,0,1,1.92,3.1,3.6,ALT
A League,Macarthur , Perth Glory,1,2,4,2,1.55,3.5,5.0,UST
J League Div 2,Tokyo Verdy , Oita Trinita,1,0,1,0,1.85,3.5,3.3,ALT
K League,Pohang , Seoul,1,0,1,1,2.2,2.9,3.1,UST
A League,Brisbane Roar , Newcastle Jets,0,0,2,0,2.05,3.1,3.2,ALT
J League Div 2,Tochigi SC , Z Kanazawa,0,1,0,2,3.3,2.55,2.35,UST
J League Div 2,M Yamagata , Fagiano Okayama,0,0,0,1,2.1,3.0,3.2,ALT
J League Div 2,Ventforet Kofu , Vegalta Sendai,1,1,2,3,1.82,3.1,4.0,UST
J League Div 2,Tokushima V , Varen Nagasaki,0,0,0,0,2.55,2.75,2.75,ALT
J League Div 2,R Yamaguchi , Omiya Ardija,0,0,1,0,2.25,2.95,2.95,ALT
J League Div 2,Thespa Kusatsu , Mito Hollyhock,1,0,2,1,4.2,3.1,1.77,UST
J League Div 2,Machida Zelvia , JEF Utd Chiba,0,0,1,1,2.15,2.7,3.5,ALT
J League Div 2,FC Yokohama , FC Ryukyu,3,1,3,1,1.45,4.0,6.0,UST
K League,Suwon City , Seongnam,1,2,3,4,2.4,2.7,3.0,UST
J League Div 2,Blaublitz Akita , Grulla Morioka,2,1,3,1,2.35,2.8,2.95,UST
J League Div 2,Roasso Kumamoto , Albirex Niigata,1,1,1,2,2.9,2.9,2.3,UST
Mexican League,Juarez , UNAM Mexico,0,0,0,1,2.75,2.85,2.45,ALT
US Soccer League,Inter Miami , Houston Dynamo,0,0,1,3,2.15,3.2,2.9,UST
US Soccer League,Colorado Rapids , Real Salt Lake,0,1,1,1,1.58,3.7,4.7,UST
Mexican League,Necaxa , Club America,0,0,0,1,2.8,2.9,2.35,ALT
US Soccer League,Vancouver W , Sporting KC,0,0,1,0,2.5,3.0,2.55,ALT
US Soccer League,Minnesota Utd , Seattle Sndrs,0,1,1,2,2.05,3.2,3.1,UST
US Soccer League,NE Revolution , NY Red Bulls,0,0,0,1,2.2,3.1,2.85,ALT
US Soccer League,Orlando City , Los Angeles FC,2,2,2,4,2.35,3.1,2.65,UST
US Soccer League,Philadelphia U , Charlotte FC,1,0,2,0,1.42,4.1,6.0,UST
US Soccer League,San Jose Quakes , Austin FC,0,1,2,2,2.3,3.2,2.65,UST
US Soccer League,DC United , Atlanta Utd,0,0,0,1,2.1,3.1,3.05,ALT
Mexican League,Cruz Azul , Club Atlas,1,0,1,0,2.3,2.75,3.1,ALT
US Soccer League,Columbus Crew , Nashville SC,0,1,0,1,1.85,3.2,3.9,ALT
Chilean League,Univ Catolica , Univ de Chile,2,0,2,1,1.7,3.4,4.2,UST
US Soccer League,Toronto FC , NY City FC,2,0,2,1,3.2,3.4,1.95,UST
US Soccer League,FC Cincinnati , Montreal Impact,2,3,3,4,2.25,3.2,2.75,UST
US Soccer League,Chicago Fire , FC Dallas,0,0,0,0,1.97,3.1,3.5,ALT
Spanish League,Atletico Madrid , Alaves,1,0,4,1,1.33,4.2,9.0,UST
Dutch League,Feyenoord , Willem II,0,0,2,0,1.1,8.0,13.0,ALT
Italian League,Salernitana , Torino,0,1,0,1,3.2,3.05,2.05,ALT
Dutch League,Alkmaar , Vitesse Arnhem,1,0,3,1,1.6,3.5,4.8,UST
Dutch League,Waalwijk , Utrecht,0,1,1,1,3.4,3.3,1.92,UST
Chilean League,Nublense , Antofagasta,0,0,1,1,1.8,3.4,3.7,ALT
French League,Lille , Bordeaux,0,0,0,0,1.4,4.1,6.5,ALT
Dutch League,Twente Enschede , PSV,3,1,3,3,3.3,3.3,1.92,UST
English Premier,Manchester Utd , Leicester,0,0,1,1,1.45,4.2,5.0,ALT
German League,Dortmund , RB Leipzig,0,2,1,4,2.03,3.5,2.95,UST
Spanish League,Celta de Vigo , Real Madrid,0,1,1,2,4.0,3.5,1.72,UST
Italian League,Lazio , Sassuolo,1,0,2,1,1.45,4.2,5.2,UST
Norwegian League,Molde , Valerenga,0,0,1,0,1.7,3.8,3.7,ALT
Swedish League,BK Hacken , AIK Stockholm,2,1,4,2,2.4,2.9,2.8,UST
French League,Nice , Rennes,0,0,1,1,2.65,2.95,2.45,ALT
Dutch League,Groningen , Ajax,1,2,1,3,10.0,5.5,1.22,UST
Spanish League,Levante , Villarreal,0,0,2,0,4.5,3.9,1.55,ALT
English Premier,Leeds , Southampton,1,0,1,1,2.25,3.3,2.65,UST
English Premier,Brighton , Norwich,0,0,0,0,1.45,3.8,6.5,ALT
English Premier,Burnley , Manchester City,0,2,0,2,12.0,5.5,1.18,UST
English Premier,Chelsea , Brentford,0,0,1,4,1.33,4.2,7.5,UST
English Premier,Wolverhampton , Aston Villa,2,0,2,1,2.8,2.85,2.4,UST
English League Champ,Coventry , Blackburn,1,0,2,2,2.05,3.1,3.2,UST
English League Champ,Cardiff , Swansea,0,1,0,4,2.05,3.1,3.2,UST
English League Champ,Stoke City , Sheffield Utd,0,0,1,0,2.85,2.95,2.3,ALT
English League Champ,Barnsley , Reading,1,0,1,1,2.45,2.95,2.65,UST
English League Champ,Derby , Preston,0,0,1,0,2.55,2.75,2.75,ALT
English League Champ,Luton , Millwall,1,1,2,2,2.1,2.9,3.3,UST
English League Champ,Peterborough , Middlesbrough,0,1,0,4,4.8,3.7,1.55,UST
English League Champ,QPR , Fulham,0,1,0,2,5.0,3.9,1.5,UST
English League Champ,Bournemouth , Bristol City,1,1,3,2,1.4,4.1,6.5,UST
English League One (Account Only),MK Dons , Shrewsbury,1,0,2,0,1.85,2.85,4.3,UST
English League One (Account Only),Plymouth , Oxford United,0,0,1,0,2.2,3.4,2.65,ALT
English League One (Account Only),Charlton , Lincoln City,0,1,1,2,1.97,3.2,3.3,UST
English League One (Account Only),Sunderland , Gillingham,0,0,1,0,1.37,4.2,7.0,ALT
English League One (Account Only),Crewe Alexandra , Fleetwood,1,1,1,3,2.6,2.95,2.5,UST
English League One (Account Only),Wycombe , Doncaster,1,0,2,0,1.28,5.2,7.5,UST
English League One (Account Only),Accrington , Cheltenham,2,1,4,4,1.97,3.4,3.1,UST
English League One (Account Only),Ipswich , Cambridge,0,0,0,1,1.3,4.4,9.0,ALT
English League One (Account Only),Morecambe , Burton Albion,2,0,3,0,2.8,3.2,2.2,UST
English League One (Account Only),Sheffield Wed , AFC Wimbledon,1,1,2,1,1.33,4.5,7.5,UST
Norwegian League,Hamarkameratene , Lillestrom,2,0,2,2,2.45,3.1,2.55,UST
German League,Bielefeld , Stuttgart,0,1,1,1,3.1,2.95,2.15,UST
German League,Leverkusen , Hertha Berlin,2,1,2,1,1.37,4.3,6.5,UST
German League,E Frankfurt , Greuther Furth,0,0,0,0,1.25,4.8,10.0,ALT
German League,Hoffenheim , Bochum,0,1,1,2,1.42,4.2,6.0,UST
German League,Freiburg , Bayern Munich,0,0,1,4,5.8,4.2,1.42,UST
Italian League,Spezia , Venezia,0,0,1,0,2.1,3.0,3.2,ALT
Swedish League,Hammarby , Helsingborg,1,0,2,1,1.37,4.4,6.5,UST
Spanish League,Getafe , Mallorca,0,0,1,0,1.9,2.85,4.1,ALT
English Premier,Liverpool , Watford,1,0,2,0,1.09,7.5,15.0,UST
English League Champ,Blackpool , Nottingham,0,3,1,4,2.95,2.95,2.25,UST
English League One (Account Only),Wigan , Bolton,1,0,1,1,1.9,3.05,3.7,UST
J League,C Sapporo , Urawa Reds,0,1,1,1,2.45,3.1,2.55,UST
J League,Yokohama FM , FC Tokyo,1,1,2,1,2.03,3.3,3.1,UST
K League,Gangwon , Jeonbuk,0,2,1,2,3.7,3.2,1.87,UST
S.League,Geylang , Tampines,2,1,2,3,3.6,3.8,1.72,UST
S.League,Young Lions , Tanjong Pagar,2,2,2,3,5.0,4.2,1.48,UST
A League,Sydney FC , Western Sydney,1,1,3,2,1.85,3.4,3.4,UST
A League,Adelaide , Melbourne Vict,0,1,0,1,3.0,3.4,2.03,ALT
K League,Sangmu , Suwon,1,0,1,1,2.65,2.85,2.55,UST
J League,Kashima Antlers , Shimizu S Pulse,0,0,2,1,1.65,3.3,4.7,UST
J League,Vissel Kobe , Kyoto Sanga,0,0,1,3,2.1,3.1,3.1,UST
J League,Shonan Bellmare , S Hiroshima,0,0,0,1,3.2,2.75,2.25,ALT
J League,Kashiwa Reysol , Jubilo Iwata,1,0,2,0,1.82,3.2,3.7,UST
J League,Kawasaki F , Cerezo Osaka,0,3,1,4,1.75,3.6,3.8,UST
A League,Wellington , Melbourne City,0,1,0,6,3.8,3.9,1.67,UST
J League,Gamba Osaka , Nagoya Grampus,1,0,3,1,3.3,2.85,2.15,UST
K League,Incheon , Ulsan,0,0,1,1,3.7,2.85,1.97,ALT
K League,Jeju , Daegu,0,0,0,0,2.0,3.05,3.5,ALT
A League,Western United , Central Coast,0,1,2,2,1.75,3.4,3.9,UST
Mexican League,San Luis , Mazatlan,0,0,1,0,1.77,3.2,4.1,ALT
Chilean League,O'Higgins , Coquimbo Unido,0,0,2,1,2.15,3.0,3.1,UST
Chilean League,La Serena , Everton VDM,1,0,1,3,3.05,2.95,2.2,UST
English League Champ,Hull City , Huddersfield,0,0,0,1,2.5,3.2,2.45,ALT
German League,Union Berlin , Cologne,0,0,1,0,2.15,2.95,3.1,ALT
S.League,Hougang , Albirex,0,1,1,1,7.0,4.8,1.33,UST
S.League,L City Sailors , Bal Khalsa,3,0,4,0,1.12,7.0,11.0,UST
J League,Avispa Fukuoka , Sagan Tosu,0,0,0,0,2.35,2.75,2.95,ALT
Chilean League,Colo Colo , Union La Calera,2,0,4,0,1.37,4.2,6.5,UST
W Cup - Qualifiers,Costa Rica , USA,0,0,2,0,4.5,3.4,1.7,ALT
W Cup - Qualifiers,Jamaica , Honduras,2,1,2,1,1.82,3.3,3.9,UST
W Cup - Qualifiers,Mexico , El Salvador,2,0,2,0,1.1,7.0,13.0,UST
W Cup - Qualifiers,Panama , Canada,0,0,1,0,3.9,3.6,1.72,ALT
A League,Perth Glory , Newcastle Jets,0,0,0,0,3.0,3.1,2.15,ALT
J League Div 2,Fagiano Okayama , Grulla Morioka,0,1,0,1,1.95,2.8,4.0,ALT
J League Div 2,Z Kanazawa , Roasso Kumamoto,1,1,2,2,2.4,2.75,2.9,UST
J League Div 2,FC Ryukyu , Tokyo Verdy,2,1,2,5,2.95,3.2,2.1,UST
J League Div 2,R Yamaguchi , Tokushima V,0,0,0,0,3.6,3.0,1.95,ALT
J League Div 2,Mito Hollyhock , Tochigi SC,0,0,0,1,2.1,2.75,3.6,ALT
J League Div 2,JEF Utd Chiba , Albirex Niigata,0,0,1,0,2.7,2.8,2.65,ALT
J League Div 2,FC Yokohama , M Yamagata,1,0,2,1,1.95,3.3,3.3,UST
J League Div 2,Vegalta Sendai , Oita Trinita,0,1,1,3,2.55,3.05,2.5,UST
J League Div 2,Machida Zelvia , Omiya Ardija,3,0,3,0,1.63,3.3,5.0,UST
J League Div 2,Thespa Kusatsu , Varen Nagasaki,1,2,2,3,4.3,2.95,1.82,UST
J League Div 2,Blaublitz Akita , Ventforet Kofu,0,0,0,0,3.8,2.7,2.05,ALT
A League,Brisbane Roar , Wellington,0,1,0,3,1.92,3.2,3.5,UST
A League,Sydney FC , Macarthur,1,2,2,2,1.45,4.1,5.2,UST
W Cup - Qualifiers,Chile , Uruguay,0,0,0,2,2.2,2.95,3.05,ALT
W Cup - Qualifiers,Peru , Paraguay,2,0,2,0,1.48,3.6,6.0,UST
W Cup - Qualifiers,Venezuela , Colombia,0,1,0,1,4.7,3.4,1.63,ALT
W Cup - Qualifiers,Ecuador , Argentina,0,1,1,1,3.4,3.1,1.97,UST
W Cup - Qualifiers,Bolivia , Brazil,0,2,0,4,5.8,3.9,1.48,UST
International Friendlies,France , South Africa,2,0,5,0,1.1,6.5,13.0,UST
W Cup - Qualifiers,Poland , Sweden,0,0,2,0,2.25,2.9,2.95,ALT
W Cup - Qualifiers,Portugal , North Macedonia,1,0,2,0,1.13,6.5,12.0,UST
International Friendlies,England , Ivory Coast,2,0,3,0,1.37,4.0,6.5,UST
International Friendlies,Holland , Germany,0,1,1,1,2.25,3.3,2.6,UST
International Friendlies,Spain , Iceland,2,0,5,0,1.07,7.5,17.0,UST
W Cup - Qualifiers,Saudi Arabia , Australia,0,0,1,0,2.2,3.0,3.0,ALT
W Cup - Qualifiers,Oman , China PR,1,0,2,0,1.85,2.95,4.1,UST
International Friendlies,Denmark , Serbia,1,0,3,0,1.97,3.05,3.2,UST
W Cup - Qualifiers,UAE , Korea Republic,0,0,1,0,7.5,4.1,1.35,ALT
W Cup - Qualifiers,Syria , Iraq,1,1,1,1,4.2,2.8,1.9,UST
International Friendlies,Singapore , Philippines,1,0,2,0,1.8,3.4,3.4,UST
W Cup - Qualifiers,Iran , Lebanon,1,0,2,0,1.17,5.5,12.0,UST
W Cup - Qualifiers,Japan , Vietnam,0,1,1,1,1.07,9.0,13.0,UST
W Cup - Qualifiers,Honduras , Mexico,0,0,0,1,12.0,5.8,1.17,ALT
W Cup - Qualifiers,USA , Panama,4,0,5,1,1.33,4.3,7.0,UST
W Cup - Qualifiers,El Salvador , Costa Rica,1,2,1,2,4.1,3.0,1.87,UST
W Cup - Qualifiers,Canada , Jamaica,2,0,4,0,1.12,6.5,15.0,UST
US Soccer League,Portland T , Orlando City,0,0,1,1,1.85,3.1,3.8,ALT
Chilean League,Univ de Chile , Union Espanola,1,0,2,0,2.85,3.1,2.2,UST
A League,Melbourne Vict , Western Sydney,0,0,1,1,1.85,3.2,3.8,ALT
K League,Ulsan , Pohang,0,0,2,0,2.25,3.0,3.0,ALT
US Soccer League,Sporting KC , Real Salt Lake,0,0,1,0,1.95,3.4,3.1,ALT
Mexican League,UNAM Mexico , Mazatlan,0,0,1,1,1.5,3.7,5.5,ALT
US Soccer League,Charlotte FC , FC Cincinnati,1,0,2,0,2.2,3.1,2.9,UST
International Friendlies,Germany , Israel,2,0,2,0,1.09,7.5,13.0,UST
International Friendlies,Holland , Denmark,3,1,4,2,1.8,3.1,3.9,UST
International Friendlies,Spain , Albania,0,0,2,1,1.13,5.8,13.0,UST
International Friendlies,England , Switzerland,1,1,2,1,1.55,3.3,5.2,UST
International Friendlies,Rep of Ireland , Belgium,1,1,2,2,3.1,2.8,2.1,UST
English League One (Account Only),Doncaster , Charlton,0,0,0,1,3.8,3.1,1.9,ALT
English League One (Account Only),AFC Wimbledon , Cambridge,0,0,0,1,2.15,3.05,3.05,ALT
English League One (Account Only),Accrington , Gillingham,0,0,1,2,1.72,3.4,4.0,UST
English League One (Account Only),Ipswich , Plymouth,1,0,1,0,1.7,3.3,4.3,ALT
English League One (Account Only),Sheffield Wed , Cheltenham,1,1,4,1,1.42,3.9,6.5,UST
English League One (Account Only),Shrewsbury , Lincoln City,0,0,1,0,2.0,2.95,3.5,ALT
International Friendlies,Singapore , Malaysia,1,0,2,1,2.4,3.0,2.5,UST
A League,Central Coast , Adelaide,0,0,3,0,2.65,3.3,2.25,UST
A League,Macarthur , Melbourne City,0,0,0,1,3.6,3.6,1.77,ALT
A League,Wellington , Perth Glory,1,0,2,1,1.9,3.5,3.3,UST
A League,Brisbane Roar , Western United,1,1,2,3,2.35,3.0,2.75,UST
J League Cup,Kashiwa Reysol , Sagan Tosu,0,0,1,1,1.85,3.3,3.6,ALT
J League Cup,Kashima Antlers , Gamba Osaka,0,1,4,1,1.5,3.9,5.0,UST
J League Cup,FC Tokyo , Shonan Bellmare,1,0,2,1,2.1,2.9,3.3,UST
J League Cup,Cerezo Osaka , Oita Trinita,0,1,6,1,1.63,3.4,4.7,UST
J League Cup,Jubilo Iwata , Avispa Fukuoka,0,0,1,0,2.8,2.95,2.35,ALT
J League Cup,Nagoya Grampus , Tokushima V,0,0,2,0,1.5,3.5,6.5,ALT
J League Cup,S Hiroshima , Shimizu S Pulse,0,2,1,2,1.95,3.1,3.5,UST
J League Div 2,M Yamagata , Tokyo Verdy,2,0,3,3,1.97,3.3,3.2,UST
J League Div 2,Ventforet Kofu , FC Yokohama,0,2,1,2,2.65,2.8,2.55,UST
J League Div 2,Tochigi SC , JEF Utd Chiba,1,0,2,1,3.3,2.5,2.4,UST
J League Div 2,Mito Hollyhock , Roasso Kumamoto,0,0,2,0,2.1,3.1,3.1,ALT
J League Div 2,Vegalta Sendai , Machida Zelvia,0,2,0,3,3.0,2.85,2.25,UST
J League Div 2,Varen Nagasaki , Z Kanazawa,0,0,0,1,2.25,2.9,3.0,ALT
J League Div 2,Albirex Niigata , Thespa Kusatsu,2,0,3,2,1.72,3.0,4.8,UST
J League Div 2,Grulla Morioka , R Yamaguchi,0,0,0,0,2.85,2.9,2.35,ALT
J League Div 2,Omiya Ardija , Fagiano Okayama,1,0,1,1,2.75,2.9,2.4,UST
W Cup - Qualifiers,Argentina , Venezuela,1,0,3,0,1.15,6.0,12.0,UST
International Friendlies,France , Ivory Coast,1,1,2,1,1.35,3.9,7.0,UST
International Friendlies,Romania , Greece,0,1,0,1,2.9,2.7,2.3,ALT
International Friendlies,Norway , Slovakia,0,0,2,0,1.65,3.2,4.7,ALT
A League,Newcastle Jets , Sydney FC,2,0,2,0,3.8,3.4,1.82,UST
W Cup - Qualifiers,Costa Rica , Canada,1,0,1,0,3.4,3.2,1.97,ALT
W Cup - Qualifiers,Mexico , USA,0,0,0,0,1.7,3.1,4.7,ALT
W Cup - Qualifiers,Panama , Honduras,1,0,1,1,1.37,4.1,6.5,UST
W Cup - Qualifiers,Paraguay , Ecuador,2,0,3,1,2.95,2.7,2.4,UST
W Cup - Qualifiers,Uruguay , Peru,1,0,1,0,1.48,3.6,6.0,ALT
W Cup - Qualifiers,Colombia , Bolivia,1,0,3,0,1.12,7.0,11.0,UST
W Cup - Qualifiers,Brazil , Chile,2,0,4,0,1.22,5.0,11.0,UST
W Cup - Qualifiers,Jamaica , El Salvador,0,1,1,1,2.0,2.9,3.7,UST
W Cup - Qualifiers,Sweden , Czech Republic,0,0,0,0,1.95,2.95,3.9,ALT
W Cup - Qualifiers,Italy , North Macedonia,0,0,0,1,1.18,5.2,11.0,ALT
W Cup - Qualifiers,Wales , Austria,1,0,2,1,2.5,2.7,2.85,UST
W Cup - Qualifiers,Portugal , Turkey,2,0,3,1,1.23,5.2,9.5,UST
International Friendlies,Scotland , Poland,0,0,1,1,2.0,2.8,3.5,ALT
International Friendlies,Hungary , Serbia,0,1,0,1,3.5,3.1,1.87,ALT
W Cup - Qualifiers,Iraq , UAE,0,0,1,0,2.6,2.75,2.65,ALT
W Cup - Qualifiers,China PR , Saudi Arabia,0,1,1,1,6.5,3.8,1.42,UST
W Cup - Qualifiers,Lebanon , Syria,0,3,0,3,1.85,3.0,4.0,UST
W Cup - Qualifiers,Vietnam , Oman,0,0,0,1,3.4,3.05,2.0,ALT
W Cup - Qualifiers,Korea Republic , Iran,1,0,2,0,2.1,2.65,3.8,UST
W Cup - Qualifiers,Australia , Japan,0,0,0,2,2.75,2.8,2.45,ALT
International Friendlies,Malaysia , Philippines,2,0,2,0,2.65,3.0,2.3,UST
J League Div 2,Oita Trinita , FC Ryukyu,2,1,4,1,1.8,3.2,3.9,UST
J League Div 2,Tokushima V , Blaublitz Akita,0,0,0,0,1.75,2.9,4.8,ALT
A League,Brisbane Roar , Melbourne City,1,1,1,2,2.35,3.2,2.7,UST
A League,Melbourne Vict , Western United,0,0,1,1,2.05,3.2,3.1,ALT
English League One (Account Only),Plymouth , Cheltenham,2,0,2,0,1.55,3.7,4.7,UST
Chilean League,Union Espanola , Nublense,1,0,1,0,2.35,3.1,2.65,ALT
Chilean League,Antofagasta , Union La Calera,0,0,0,0,2.2,3.0,2.95,ALT
J League Div 2,Roasso Kumamoto , Varen Nagasaki,1,0,2,0,3.6,3.1,1.9,UST
Mexican League,Tijuana , Juarez,0,0,1,0,1.55,3.3,6.0,ALT
Mexican League,Mazatlan , Club Leon,0,2,1,2,3.05,3.05,2.15,UST
US Soccer League,Los Angeles FC , Vancouver W,2,1,3,1,1.27,5.0,8.5,UST
Mexican League,Club Atlas , Guadalajara,0,0,1,1,2.3,2.55,3.4,ALT
Chilean League,Everton VDM , Audax Italiano,0,0,0,0,2.1,2.9,3.3,ALT
Mexican League,Club America , Toluca,3,0,3,0,1.53,3.7,5.2,UST
US Soccer League,Austin FC , Seattle Sndrs,0,1,1,1,1.85,3.4,3.5,UST
Chilean League,Palestino Chile , Colo Colo,0,3,0,5,4.3,3.5,1.65,UST
Spanish League,Real Madrid , Barcelona,0,2,0,4,2.1,3.2,2.95,UST
Italian League,Bologna , Atalanta,0,0,0,1,3.5,3.2,1.92,ALT
French League,Marseille , Nice,1,0,2,1,1.85,3.2,3.7,UST
Dutch League,Willem II , Alkmaar,2,1,2,2,5.0,3.6,1.55,UST
Norwegian Cup,Bodo Glimt , Lillestrom,1,1,4,1,1.55,3.9,4.5,UST
German League,Cologne , Dortmund,1,1,1,1,3.2,3.6,1.87,UST
English Cup,Nottingham , Liverpool,0,0,0,1,8.5,5.0,1.27,ALT
US Soccer League,NY Red Bulls , Columbus Crew,0,0,1,1,1.95,3.2,3.4,ALT
Spanish League,Sevilla , Sociedad,0,0,0,0,2.05,2.85,3.5,ALT
Italian League,Roma , Lazio,3,0,3,0,2.55,2.9,2.6,UST
German League,Wolfsburg , Leverkusen,0,0,0,2,2.9,3.2,2.15,ALT
English Premier,Tottenham , West Ham,2,1,3,1,1.67,3.4,4.4,UST
French League,Reims , Lyon,0,0,0,0,4.0,3.0,1.85,ALT
Dutch League,Vitesse Arnhem , Waalwijk,1,1,1,2,1.48,4.0,5.2,UST
Dutch League,PSV , Fortuna Sittard,3,0,5,0,1.09,8.5,13.0,UST
Spanish League,Cadiz , Villarreal,0,0,1,0,3.2,3.1,2.03,ALT
Spanish League,Celta de Vigo , Real Betis,0,0,0,0,1.97,3.1,3.4,ALT
Norwegian Cup,Molde , Sarpsborg,1,1,4,2,1.8,3.8,3.3,UST
English Cup,Southampton , Manchester City,1,1,1,4,7.0,4.8,1.3,UST
Chilean League,Huachipato , La Serena,0,3,2,3,1.63,3.5,4.5,UST
German League,RB Leipzig , E Frankfurt,0,0,0,0,1.35,4.7,6.5,ALT
Italian League,Empoli , Verona,1,0,1,1,2.45,3.2,2.45,UST
Italian League,Juventus , Salernitana,2,0,2,0,1.17,6.0,12.0,UST
French League,Lorient , Strasbourg,0,0,0,0,3.2,3.0,2.1,ALT
French League,Bordeaux , Montpellier,0,2,0,2,2.4,3.05,2.65,UST
French League,Rennes , Metz,3,0,6,1,1.22,4.8,11.0,UST
French League,Angers SCO , Brest,1,0,1,0,2.3,2.8,3.0,ALT
English Premier,Leicester , Brentford,2,0,2,1,1.85,3.4,3.5,UST
Indian S League,Hyderabad , Kerala Blasters,0,0,1,1,2.05,3.2,3.1,ALT
Dutch League,Ajax , Feyenoord,1,2,3,2,1.37,4.7,6.0,UST
Spanish League,Espanyol , Mallorca,1,0,1,0,1.97,3.0,3.6,ALT
Swedish Cup,Djurgarden , Malmo,0,1,0,1,3.1,3.2,2.05,ALT
English League Champ,QPR , Peterborough,1,1,1,3,1.6,3.6,4.5,UST
English Cup,Crystal Palace , Everton,2,0,4,0,1.97,3.1,3.4,UST
French League,Monaco , Paris SG,1,0,3,0,3.6,3.5,1.82,UST
Italian League,Venezia , Sampdoria,0,2,0,2,2.45,3.0,2.6,UST
Dutch League,Utrecht , Groningen,0,2,1,3,1.82,3.3,3.8,UST
K League,Seongnam , Incheon,0,0,0,1,2.95,2.8,2.35,ALT
A League,Western Sydney , Adelaide,0,0,0,0,1.82,3.8,3.2,ALT
J League,Nagoya Grampus , Kashiwa Reysol,1,1,1,1,2.05,2.9,3.5,UST
J League Div 2,M Yamagata , Vegalta Sendai,1,1,2,3,2.1,3.1,3.1,UST
J League Div 2,Grulla Morioka , Tochigi SC,0,1,1,1,2.75,2.55,2.75,UST
J League Div 2,JEF Utd Chiba , Thespa Kusatsu,0,1,0,1,1.75,3.0,4.5,ALT
