League,Home_Team,Away_Team,Home_FH,Away_FH,Home_Result,Away_Result,Odds_Home,Odds_Draw,Odds_Away,Alt-Ust
English League Champ,Millwall , Sheffield Utd,0,0,1,0,2.95,2.85,2.3,ALT
English League Champ,Blackpool , Reading,1,1,4,1,1.95,3.2,3.3,UST
English League Champ,Coventry , Preston,0,0,1,1,1.9,3.1,3.7,ALT
English League Champ,Barnsley , Middlesbrough,2,0,3,2,3.7,3.4,1.8,UST
English League Champ,Peterborough , Hull City,0,1,0,3,2.55,3.0,2.5,UST
English League Champ,Birmingham , Huddersfield,0,2,0,2,2.4,2.9,2.8,UST
English League Champ,Cardiff , Fulham,0,1,0,1,4.1,3.4,1.7,ALT
English League Champ,Luton , Derby,0,0,1,0,1.77,3.05,4.4,ALT
English League Champ,Nottingham , Bristol City,1,0,2,0,1.7,3.4,4.2,UST
Chilean League,La Serena , Coquimbo Unido,1,0,1,1,2.25,2.85,3.0,UST
German League,Freiburg , Hertha Berlin,1,0,3,0,1.35,4.5,7.0,UST
German League,Leverkusen , Bielefeld,1,0,3,0,1.3,4.8,8.0,UST
German League,Greuther Furth , Cologne,0,0,1,1,3.3,3.3,1.95,ALT
German League,Union Berlin , Mainz,1,0,3,1,2.5,2.9,2.65,UST
German League,Monchengladbach , Wolfsburg,1,2,2,2,2.0,3.2,3.3,UST
Italian League,Salernitana , Bologna,0,1,1,1,3.0,3.1,2.15,UST
Indian S League,Kerala Blasters , Chennaiyin,0,0,3,0,1.53,3.9,4.8,UST
Russian League,Sochi , Tula,0,0,0,0,1.58,3.6,4.8,ALT
Spanish League,Mallorca , Valencia,0,1,0,1,2.2,3.0,3.0,ALT
English Premier,Leeds , Tottenham,0,3,0,4,3.7,3.6,1.75,UST
English League Champ,Blackburn , QPR,0,0,1,0,2.05,3.0,3.3,ALT
Swedish Cup,Varnamo , GAIS Gothenburg,0,0,1,0,1.23,5.2,9.5,ALT
Swedish Cup,BK Hacken , Falkenbergs,4,0,5,0,1.22,5.2,9.0,UST
Russian League,Nizhny Novgorod , Yekaterinburg,0,0,0,0,2.75,2.55,2.7,ALT
Russian League,Khimki , Dinamo Moscow,0,0,0,0,5.0,3.6,1.55,ALT
S.League,Bal Khalsa , Tampines,0,2,2,2,3.8,3.8,1.67,UST
A League,Sydney FC , Melbourne City,0,1,1,2,2.8,3.2,2.2,UST
A League,Adelaide , Central Coast,0,1,2,1,2.15,3.3,2.8,UST
K League,Seongnam , Ulsan,0,0,0,2,4.7,3.0,1.77,ALT
K League,Jeju , Gangwon,0,0,0,0,2.1,3.0,3.2,ALT
J League,Vissel Kobe , Avispa Fukuoka,0,0,0,0,1.97,3.05,3.4,ALT
A League,Newcastle Jets , Macarthur,1,1,2,2,2.1,3.3,2.9,UST
J League Div 2,FC Ryukyu , JEF Utd Chiba,0,1,1,2,3.5,2.85,2.05,UST
J League,Sagan Tosu , Shonan Bellmare,1,0,1,1,2.6,2.6,2.8,UST
J League,C Sapporo , S Hiroshima,1,0,1,1,2.05,3.2,3.05,UST
J League,Kashima Antlers , Kawasaki F,0,2,0,2,2.1,3.3,2.9,UST
J League,Urawa Reds , Gamba Osaka,0,0,0,1,1.77,3.4,3.8,ALT
J League,Cerezo Osaka , Kyoto Sanga,0,1,1,1,2.05,3.2,3.1,UST
K League,Suwon , Suwon City,1,0,1,0,2.8,2.95,2.35,ALT
K League,Incheon , Seoul,1,0,1,1,3.6,3.05,1.97,UST
J League,Jubilo Iwata , Shimizu S Pulse,1,1,1,2,2.65,2.85,2.55,UST
J League Div 2,Omiya Ardija , Albirex Niigata,1,0,2,2,2.8,2.95,2.35,UST
Mexican League,Tijuana , Club Atlas,2,0,2,0,2.35,2.8,2.95,UST
Mexican League,Juarez , Tigres UANL,0,3,2,3,4.2,3.1,1.77,UST
Mexican League,Necaxa , Club Leon,0,1,0,1,2.65,2.95,2.45,ALT
Chilean League,Union La Calera , Everton VDM,1,0,1,1,2.25,3.0,2.9,UST
Italian League,Genoa , Inter,0,0,0,0,8.5,4.8,1.28,ALT
English Premier,Southampton , Norwich,1,0,2,0,1.4,4.2,5.8,UST
Spanish League,Levante , Elche,1,0,3,0,2.0,3.1,3.5,UST
French League,Montpellier , Rennes,2,2,2,4,4.1,3.6,1.67,UST
German League,Hoffenheim , Stuttgart,0,0,2,1,1.5,4.0,4.8,UST
Dutch League,Waalwijk , Twente Enschede,0,1,1,2,3.1,3.4,1.97,UST
Italian League,Milan , Udinese,1,0,1,1,1.28,4.2,9.5,UST
Indian S League,NorthEast Utd , Jamshedpur,0,1,2,3,4.7,3.9,1.53,UST
S.League,Albirex , Tanjong Pagar,0,2,0,2,1.2,6.0,8.0,UST
Mexican League,Queretaro , Toluca,1,0,1,1,2.2,2.9,3.1,UST
Mexican League,Pachuca , Mazatlan,2,1,3,1,1.37,4.0,7.5,UST
UE Europe,Real Betis , St Petersburg,0,0,0,0,1.77,3.7,3.6,ALT
UE Europe,Braga , FC Sheriff,2,0,2,0,1.4,4.3,5.8,UST
UE Europe,Napoli , Barcelona,1,3,2,4,2.5,3.2,2.45,UST
UE Europe,Glasgow Rangers , Dortmund,1,2,2,2,3.9,3.8,1.65,UST
English Premier,Arsenal , Wolverhampton,0,1,2,1,1.6,3.4,5.0,UST
UE Europe,Lazio , Porto,1,1,2,2,2.0,3.2,3.2,UST
UE Europe,Sociedad , RB Leipzig,0,1,1,3,2.7,3.1,2.3,UST
UE Europe,Dinamo Zagreb , Sevilla,0,0,1,0,3.3,3.05,2.05,ALT
UE Europe,Olympiakos , Atalanta,0,1,0,3,3.1,3.1,2.1,UST
Indian S League,Odisha , ATK Mohun Bagan,1,1,1,1,5.5,4.2,1.42,UST
UE Champions,Atletico Madrid , Manchester Utd,1,0,1,1,2.55,3.1,2.45,UST
UE Champions,Benfica , Ajax,1,2,2,2,5.5,4.3,1.42,UST
English Premier,Liverpool , Leeds,3,0,6,0,1.13,7.5,10.0,UST
English League Champ,Fulham , Peterborough,1,0,2,1,1.15,7.0,9.5,UST
English League Champ,Derby , Millwall,0,2,1,2,2.6,2.85,2.55,UST
English League Champ,Stoke City , Luton,0,0,1,2,1.95,3.3,3.4,UST
English League Champ,Huddersfield , Cardiff,0,0,2,1,2.15,3.05,3.05,UST
English League Champ,QPR , Blackpool,1,0,2,1,1.75,3.3,4.0,UST
English League Champ,Sheffield Utd , Blackburn,0,0,1,0,1.87,3.1,3.7,ALT
English Premier,Burnley , Tottenham,0,0,1,0,4.5,3.7,1.6,ALT
English Premier,Watford , Crystal Palace,1,2,1,4,2.9,2.9,2.3,UST
Indian S League,Hyderabad , Kerala Blasters,1,0,2,1,1.75,3.7,3.5,UST
A League,Newcastle Jets , Western Sydney,0,0,1,0,2.4,3.2,2.55,ALT
A League,Perth Glory , Macarthur,0,1,0,1,2.8,3.2,2.2,ALT
J League,Urawa Reds , Vissel Kobe,2,1,2,2,2.4,2.9,2.8,UST
A League,Western United , Sydney FC,0,0,1,0,2.75,3.05,2.3,ALT
J League Cup,Shonan Bellmare , Avispa Fukuoka,2,0,3,1,2.0,2.9,3.6,UST
J League Cup,Sagan Tosu , C Sapporo,1,0,2,2,3.3,3.3,1.95,UST
J League,Yokohama FM , Kawasaki F,0,1,4,2,2.2,3.3,2.7,UST
J League Cup,Tokushima V , S Hiroshima,0,2,0,3,3.8,3.1,1.87,UST
J League Cup,Nagoya Grampus , Shimizu S Pulse,0,0,0,0,1.95,3.0,3.6,ALT
J League Cup,Gamba Osaka , Cerezo Osaka,0,2,2,3,2.45,3.1,2.55,UST
J League Cup,Kyoto Sanga , Kashiwa Reysol,1,0,1,1,2.6,2.9,2.55,UST
UE Champions,Villarreal , Juventus,0,1,1,1,2.35,2.85,2.85,UST
UE Champions,Chelsea , Lille,1,0,2,0,1.25,4.8,9.5,UST
English League One (Account Only),Bolton , Lincoln City,0,0,3,1,1.95,3.2,3.4,UST
English League Champ,Reading , Birmingham,0,0,2,1,2.25,3.1,2.8,UST
English League One (Account Only),Wycombe , Wigan,1,0,1,3,2.75,3.05,2.3,UST
English League One (Account Only),Shrewsbury , Portsmouth,1,1,1,2,2.75,2.7,2.55,UST
English League One (Account Only),Charlton , MK Dons,0,1,0,2,2.55,3.0,2.5,UST
English League One (Account Only),Ipswich , Cheltenham,0,0,0,0,1.53,3.5,5.5,ALT
English League One (Account Only),Sunderland , Burton Albion,0,0,1,1,1.67,3.6,4.0,ALT
English League One (Account Only),Gillingham , AFC Wimbledon,0,0,0,0,2.35,2.8,2.95,ALT
English League One (Account Only),Cambridge , Plymouth,2,0,2,0,3.2,3.2,2.0,UST
English League One (Account Only),Crewe Alexandra , Oxford United,0,0,0,1,4.4,4.0,1.55,ALT
English League One (Account Only),Rotherham , Morecambe,2,0,2,0,1.35,4.2,7.5,UST
English League One (Account Only),Doncaster , Accrington,0,0,2,0,4.1,3.4,1.7,ALT
English League Champ,Middlesbrough , West Bromwich,0,1,2,1,2.03,3.2,3.3,UST
English League Champ,Preston , Nottingham,0,0,0,0,2.65,2.9,2.5,ALT
English League Champ,Bristol City , Coventry,0,1,1,2,3.2,3.1,2.05,UST
English League Champ,Hull City , Barnsley,0,2,0,2,2.05,2.95,3.4,UST
Indian S League,Mumbai City , East Bengal,0,0,1,0,1.42,4.3,5.5,ALT
A League,Melbourne City , Central Coast,1,1,3,2,1.4,4.3,5.8,UST
Chilean League,Nublense , Univ de Chile,1,1,3,2,2.1,3.1,3.1,UST
Spanish League,Celta de Vigo , Levante,0,0,1,1,1.55,3.6,5.0,ALT
Italian League,Bologna , Spezia,1,1,2,1,1.82,3.3,3.8,UST
Italian League,Cagliari , Napoli,0,0,1,1,4.7,3.6,1.6,ALT
Swedish Cup,Djurgarden , Brage,0,0,1,0,1.13,7.0,11.0,ALT
Indian S League,Bengaluru , Odisha,1,1,2,1,1.7,3.6,3.9,UST
Mexican League,Club Atlas , UNAM Mexico,0,0,0,0,1.9,2.95,3.9,ALT
Mexican League,Toluca , Cruz Azul,1,1,1,4,2.9,3.0,2.25,UST
Chilean League,Univ Catolica , Curico Unido,0,0,1,0,1.67,3.4,4.3,ALT
Mexican League,Club America , Pachuca,0,2,1,3,2.3,3.05,2.75,UST
Chilean League,Union La Calera , Cobresal,0,0,0,2,2.03,3.1,3.2,ALT
Spanish League,Athletic Bilbao , Sociedad,0,0,4,0,2.15,2.8,3.4,UST
Italian League,Udinese , Lazio,1,1,1,1,2.75,2.85,2.45,UST
French League,Marseille , Clermont,0,1,0,2,1.45,4.0,5.5,UST
German League,Hertha Berlin , RB Leipzig,0,1,1,6,5.2,4.1,1.48,UST
Spanish League,Real Betis , Mallorca,1,0,2,1,1.53,3.7,5.2,UST
Italian League,Inter , Sassuolo,0,2,0,2,1.22,6.0,9.5,UST
German League,Dortmund , Monchengladbach,2,0,6,0,1.77,3.7,3.6,UST
English Premier,Wolverhampton , Leicester,1,1,2,1,2.1,2.95,3.2,UST
Swedish Cup,Hammarby , Falkenbergs,2,0,2,1,1.12,7.0,13.0,UST
French League,Bordeaux , Monaco,1,0,1,1,4.5,3.7,1.58,UST
Dutch League,Utrecht , Vitesse Arnhem,1,0,1,1,1.67,3.6,4.0,UST
Dutch League,PSV , Heerenveen,1,1,3,1,1.15,6.5,13.0,UST
Spanish League,Valencia , Barcelona,0,3,1,4,3.3,3.3,1.95,UST
Chilean League,Coquimbo Unido , Palestino Chile,0,2,2,2,2.4,3.0,2.7,UST
German League,Bayern Munich , Greuther Furth,0,1,4,1,1.07,9.0,15.0,UST
Swedish Cup,Malmo , GAIS Gothenburg,4,1,5,1,1.09,8.5,13.0,UST
English Premier,Leeds , Manchester Utd,0,2,2,4,5.0,4.1,1.48,UST
Italian League,Venezia , Genoa,1,1,1,1,2.35,2.95,2.8,UST
French League,Rennes , Troyes,2,1,4,1,1.28,4.5,9.5,UST
French League,St Etienne , Strasbourg,2,2,2,2,2.95,2.95,2.25,UST
French League,Lorient , Montpellier,0,0,0,1,2.45,2.95,2.7,ALT
French League,Reims , Brest,1,1,1,1,2.2,2.9,3.1,UST
Indian S League,Chennaiyin , Jamshedpur,0,3,1,4,4.0,3.6,1.67,UST
Dutch League,Twente Enschede , Go Ahead Eagles,0,1,2,2,1.6,3.5,4.8,UST
Dutch League,Feyenoord , Cambuur,2,1,3,1,1.1,8.0,12.0,UST
Spanish League,Espanyol , Sevilla,0,1,1,1,3.6,3.1,1.9,UST
French League,Nice , Angers SCO,1,0,1,0,1.72,3.3,4.1,ALT
Swedish Cup,Kalmar , Trelleborgs,1,1,2,1,1.42,3.9,6.5,UST
Italian League,Fiorentina , Atalanta,0,0,1,0,2.4,3.2,2.55,ALT
Dutch League,Zwolle , Groningen,0,1,1,1,2.25,2.9,2.95,UST
A League,Western United , Western Sydney,2,0,3,2,1.95,3.3,3.3,UST
K League,Ulsan , Sangmu,0,0,0,0,1.87,3.3,3.7,ALT
A League,Perth Glory , Brisbane Roar,1,0,2,0,3.3,3.2,1.95,UST
J League Div 2,Fagiano Okayama , Ventforet Kofu,2,1,4,1,2.5,2.75,2.8,UST
J League Div 2,Machida Zelvia , FC Ryukyu,0,0,0,0,1.55,3.2,6.5,ALT
J League Div 2,Vegalta Sendai , Albirex Niigata,0,0,0,0,3.1,3.0,2.15,ALT
K League,Gangwon , Seongnam,0,0,2,0,2.3,2.7,3.1,ALT
K League,Jeju , Pohang,0,1,0,3,2.15,2.9,3.2,UST
J League Div 2,R Yamaguchi , Roasso Kumamoto,1,0,1,1,2.65,2.95,2.45,UST
Mexican League,Club Leon , Guadalajara,1,0,2,1,2.2,3.0,3.0,UST
Mexican League,Tigres UANL , San Luis,0,0,2,1,1.48,3.8,5.5,UST
Chilean League,Antofagasta , La Serena,1,1,2,2,2.2,3.1,2.9,UST
Mexican League,Queretaro , Mazatlan,0,0,2,0,1.9,3.2,3.5,ALT
Chilean League,Colo Colo , Audax Italiano,1,0,1,1,1.42,3.9,6.5,UST
Spanish League,Real Madrid , Alaves,0,0,3,0,1.15,6.5,12.0,UST
Dutch League,Alkmaar , Heracles,1,1,2,1,1.3,4.5,8.0,UST
French League,Nantes , Paris SG,3,0,3,1,7.5,4.8,1.3,UST
Italian League,Salernitana , Milan,1,1,2,2,9.5,5.2,1.23,UST
Dutch League,Willem II , Ajax,0,0,0,1,15.0,7.0,1.1,ALT
German League,Cologne , E Frankfurt,0,0,1,0,2.2,3.3,2.7,ALT
English Premier,Manchester City , Tottenham,1,1,2,3,1.27,5.2,7.5,UST
Spanish League,Cadiz , Getafe,1,1,1,1,2.85,2.6,2.6,UST
Italian League,Roma , Verona,0,2,2,2,1.92,3.1,3.5,UST
French League,Lens , Lyon,1,1,1,1,2.8,3.3,2.15,UST
Indian S League,Hyderabad , FC Goa,2,1,3,2,1.97,3.5,3.0,UST
Dutch League,Nijmegen , Waalwijk,0,1,1,1,2.05,3.1,3.2,UST
Spanish League,Osasuna , Atletico Madrid,0,1,0,3,3.3,2.8,2.15,UST
English Premier,Aston Villa , Watford,0,0,0,1,1.6,3.6,4.5,ALT
English Premier,Liverpool , Norwich,0,0,3,1,1.1,7.5,12.0,UST
English Premier,Southampton , Everton,0,0,2,0,2.05,3.3,2.95,ALT
English Premier,Crystal Palace , Chelsea,0,0,0,1,5.0,3.5,1.58,ALT
English Premier,Brighton , Burnley,0,2,0,3,1.55,3.6,5.2,UST
English Premier,Arsenal , Brentford,0,0,2,1,1.48,3.8,5.8,UST
English League Champ,Luton , West Bromwich,0,0,2,0,3.05,2.85,2.25,ALT
English League Champ,Sheffield Utd , Swansea,3,0,4,0,1.63,3.4,4.7,UST
English League Champ,Preston , Reading,0,2,2,3,1.65,3.4,4.5,UST
English League Champ,Derby , Peterborough,0,0,1,0,1.72,3.4,4.2,ALT
English League Champ,Bristol City , Middlesbrough,1,0,2,1,3.2,3.2,2.0,UST
English League Champ,QPR , Hull City,0,1,1,1,1.82,3.3,3.7,UST
English League Champ,Cardiff , Blackpool,0,1,1,1,1.87,3.05,3.8,UST
English League Champ,Stoke City , Birmingham,1,1,2,2,1.72,3.4,4.0,UST
English League Champ,Coventry , Barnsley,0,0,1,0,1.5,3.8,5.2,ALT
English League One (Account Only),Doncaster , Sheffield Wed,1,0,1,3,6.5,3.8,1.45,UST
English League One (Account Only),Gillingham , Plymouth,0,0,0,2,3.0,3.3,2.05,ALT
English League One (Account Only),Charlton , Oxford United,0,2,0,4,2.45,3.2,2.5,UST
English League One (Account Only),Sunderland , MK Dons,0,0,1,2,2.0,3.1,3.3,UST
English League One (Account Only),Wycombe , Cheltenham,3,1,5,5,1.75,3.5,3.8,UST
English League One (Account Only),Ipswich , Burton Albion,1,0,3,0,1.77,3.2,4.1,UST
English League One (Account Only),Bolton , AFC Wimbledon,1,0,4,0,1.58,3.6,4.8,UST
English League One (Account Only),Cambridge , Accrington,0,0,2,0,2.55,3.0,2.5,ALT
German League,Bielefeld , Union Berlin,0,0,1,0,2.85,2.95,2.3,ALT
German League,Wolfsburg , Hoffenheim,1,0,1,2,2.8,3.2,2.2,UST
German League,Augsburg , Freiburg,1,2,1,2,3.0,3.1,2.15,UST
German League,Stuttgart , Bochum,0,0,1,1,2.0,3.05,3.4,ALT
Swedish Cup,AIK Stockholm , Orgryte,1,0,2,0,1.28,4.8,8.5,UST
Italian League,Sampdoria , Empoli,2,0,2,0,2.3,3.2,2.65,UST
Indian S League,Kerala Blasters , ATK Mohun Bagan,1,1,2,2,3.2,3.2,2.0,UST
Spanish League,Granada , Villarreal,0,2,1,4,3.8,3.3,1.8,UST
English Premier,West Ham , Newcastle,1,1,1,1,1.6,3.5,4.7,UST
English League Champ,Fulham , Huddersfield,0,2,1,2,1.27,5.0,7.5,UST
Swedish Cup,Elfsborg , Sundsvall,1,1,3,2,1.37,4.7,6.0,UST
S.League,L City Sailors , Albirex,1,1,2,1,1.7,3.5,4.0,UST
A League,Macarthur , Adelaide,1,1,4,1,2.45,3.4,2.4,UST
A League,Melbourne Vict , Central Coast,0,0,1,0,1.85,3.4,3.5,ALT
K League,Incheon , Suwon,0,0,1,0,3.2,2.9,2.15,ALT
K League,Daegu , Seoul,0,1,0,2,2.45,3.0,2.6,UST
A League,Wellington , Sydney FC,1,0,1,1,3.2,3.4,1.97,UST
J League,Nagoya Grampus , Vissel Kobe,1,0,2,0,2.2,2.95,3.05,UST
J League,Shonan Bellmare , Kashiwa Reysol,0,0,0,2,2.45,2.8,2.8,ALT
J League Div 2,Varen Nagasaki , Tokyo Verdy,1,1,1,1,1.77,3.2,4.0,UST
J League Div 2,FC Yokohama , Omiya Ardija,1,0,3,2,2.15,3.0,3.1,UST
J League Div 2,JEF Utd Chiba , Grulla Morioka,0,1,0,1,1.77,3.1,4.2,ALT
J League Div 2,Tokushima V , Z Kanazawa,0,0,0,0,2.05,2.85,3.5,ALT
J League Div 2,Thespa Kusatsu , M Yamagata,1,0,1,0,3.7,3.1,1.87,ALT
J League,Kyoto Sanga , Urawa Reds,0,0,1,0,3.7,3.0,2.0,ALT
J League,S Hiroshima , Sagan Tosu,0,0,0,0,1.85,3.1,4.0,ALT
J League,Gamba Osaka , Kashima Antlers,1,2,1,3,5.2,3.9,1.5,UST
J League,Avispa Fukuoka , Jubilo Iwata,0,0,1,1,2.25,3.1,2.8,ALT
J League,Yokohama FM , Cerezo Osaka,0,1,2,2,1.67,3.7,3.9,UST
J League,Shimizu S Pulse , C Sapporo,0,1,1,1,2.9,3.3,2.1,UST
K League,Jeonbuk , Suwon City,0,0,1,0,1.63,3.7,4.2,ALT
J League Div 2,Tochigi SC , Blaublitz Akita,0,0,1,0,2.45,2.7,2.9,ALT
Mexican League,Tijuana , Necaxa,0,0,1,1,1.72,3.2,4.3,ALT
Mexican League,Juarez , Santos Laguna,0,0,0,0,2.95,2.8,2.35,ALT
Mexican League,Puebla , Monterrey,1,0,1,0,2.7,3.0,2.4,ALT
Chilean League,Union Espanola , Everton VDM,1,1,1,1,2.35,3.0,2.75,UST
Chilean League,O'Higgins , Huachipato,1,1,1,1,2.2,3.1,2.9,UST
Spanish League,Elche , Vallecano,0,0,2,1,2.85,2.7,2.5,UST
French League,Lille , Metz,0,0,0,0,1.5,3.6,5.5,ALT
Italian League,Juventus , Torino,1,0,1,1,1.6,3.4,5.0,UST
English League One (Account Only),Rotherham , Wigan,0,1,1,1,1.95,3.0,3.7,UST
German League,Mainz , Leverkusen,0,1,3,2,3.4,3.5,1.85,UST
Indian S League,NorthEast Utd , Bengaluru,0,0,2,1,4.5,3.9,1.55,UST
J League,Kawasaki F , FC Tokyo,0,0,1,0,1.58,3.8,4.5,ALT
A League,Melbourne City , Newcastle Jets,1,0,3,0,1.37,4.8,6.0,UST
UE Europe,RB Leipzig , Sociedad,1,1,2,2,1.67,3.4,4.2,UST
UE Europe,Atalanta , Olympiakos,0,1,2,1,1.4,3.9,6.5,UST
UE Europe,Porto , Lazio,1,1,2,1,1.92,3.1,3.6,UST
UE Europe,Sevilla , Dinamo Zagreb,3,1,3,1,1.37,4.0,7.5,UST
UE Europe,St Petersburg , Real Betis,2,3,2,3,2.3,3.0,2.85,UST
UE Europe,Barcelona , Napoli,0,1,1,1,1.95,3.3,3.3,UST
UE Europe,Dortmund , Glasgow Rangers,0,2,2,4,1.37,4.4,6.5,UST
UE Europe,FC Sheriff , Braga,1,0,2,0,3.4,3.1,1.97,UST
Indian S League,Jamshedpur , Mumbai City,2,0,3,2,2.15,2.95,3.1,UST
Mexican League,Mazatlan , Club America,2,0,2,1,3.7,3.2,1.92,UST
UE Champions,Inter , Liverpool,0,0,0,2,3.5,3.2,1.92,ALT
UE Champions,Salzburg , Bayern Munich,1,0,1,1,7.0,6.0,1.23,UST
English League Champ,Peterborough , Reading,0,0,0,0,2.45,3.0,2.65,ALT
Spanish League,Atletico Madrid , Levante,0,0,0,1,1.2,5.8,8.5,ALT
Indian S League,Odisha , Chennaiyin,1,1,2,2,2.25,3.2,2.7,UST
A League,Western Sydney , Melbourne Vict,0,0,2,0,2.85,2.95,2.3,ALT
A League,Wellington , Brisbane Roar,1,0,3,0,2.15,3.6,2.65,UST
English Premier,Manchester Utd , Brighton,0,0,2,0,1.55,3.8,5.0,ALT
UE Champions,Paris SG , Real Madrid,0,0,1,0,1.8,3.4,3.8,ALT
UE Champions,Sporting , Manchester City,0,4,0,5,5.2,4.0,1.48,UST
English League Champ,Millwall , QPR,0,0,2,0,2.35,3.0,2.75,ALT
English League Champ,Sheffield Utd , Hull City,0,0,0,0,1.48,3.7,6.0,ALT
English League Champ,Cardiff , Coventry,0,0,2,0,2.95,2.95,2.25,ALT
English League One (Account Only),Lincoln City , Doncaster,0,0,0,1,1.48,4.0,5.2,ALT
English League One (Account Only),Burton Albion , Bolton,3,0,3,1,2.6,3.1,2.4,UST
English League One (Account Only),Wigan , Crewe Alexandra,0,0,2,0,1.3,4.7,8.0,ALT
Indian S League,FC Goa , ATK Mohun Bagan,0,1,0,2,2.8,3.2,2.2,UST
A League,Melbourne City , Adelaide,1,1,1,2,1.48,4.0,5.2,UST
Mexican League,Pachuca , Queretaro,2,1,2,2,1.45,3.9,5.8,UST
Chilean League,Cobresal , Curico Unido,0,2,2,3,1.75,3.3,4.1,UST
Chilean League,Nublense , Union La Calera,0,0,0,0,2.1,3.2,3.0,ALT
Spanish League,Mallorca , Athletic Bilbao,2,0,3,2,2.9,2.75,2.4,UST
English League Champ,West Bromwich , Blackburn,0,0,0,0,1.97,3.3,3.3,ALT
Italian League,Spezia , Fiorentina,0,1,1,2,3.4,3.3,1.95,UST
Indian S League,Kerala Blasters , East Bengal,0,0,1,0,1.72,3.3,4.2,ALT
Chilean League,Univ Catolica , Union Espanola,1,0,2,1,1.5,3.9,5.0,UST
Chilean League,La Serena , Colo Colo,0,1,1,1,6.5,3.8,1.45,UST
Spanish League,Espanyol , Barcelona,1,1,2,2,4.8,3.7,1.55,UST
Italian League,Atalanta , Juventus,0,0,1,1,2.8,3.1,2.25,ALT
French League,Metz , Marseille,0,1,1,2,4.8,3.6,1.58,UST
Mexican League,UNAM Mexico , Club Leon,2,1,2,1,2.25,3.2,2.75,UST
Spanish League,Sociedad , Granada,1,0,2,0,1.3,4.5,8.5,UST
Italian League,Sassuolo , Roma,0,1,2,2,3.3,3.6,1.87,UST
German League,Hoffenheim , Bielefeld,1,0,2,0,1.42,4.2,5.5,UST
English Premier,Leicester , West Ham,1,1,2,2,2.7,3.1,2.3,UST
French League,Lens , Bordeaux,3,1,3,2,1.48,4.0,5.2,UST
Dutch League,Ajax , Twente Enschede,1,0,5,0,1.13,6.0,13.0,UST
Spanish League,Levante , Real Betis,1,3,2,4,3.1,3.7,1.87,UST
German League,Union Berlin , Dortmund,0,2,0,3,3.3,3.3,1.92,UST
Italian League,Verona , Udinese,2,0,4,0,1.82,3.2,3.8,UST
Italian League,Genoa , Salernitana,1,1,1,1,1.82,3.3,3.8,UST
Italian League,Empoli , Cagliari,1,0,1,1,1.95,3.3,3.3,UST
French League,Brest , Troyes,2,1,5,1,1.87,3.2,3.6,UST
French League,Angers SCO , Strasbourg,0,1,0,1,2.95,3.0,2.2,ALT
French League,Clermont , St Etienne,1,0,1,2,2.35,2.95,2.8,UST
French League,Nantes , Reims,1,0,1,0,2.15,2.85,3.3,ALT
English Premier,Tottenham , Wolverhampton,0,2,0,2,1.58,3.5,4.8,UST
English Premier,Burnley , Liverpool,0,1,0,1,11.0,6.0,1.17,ALT
English Premier,Newcastle , Aston Villa,1,0,1,0,2.55,3.1,2.45,ALT
Indian S League,Mumbai City , Odisha,1,0,4,1,1.58,3.9,4.3,UST
Dutch League,Waalwijk , Feyenoord,0,1,0,2,9.0,5.0,1.23,UST
Dutch League,Heerenveen , Nijmegen,0,1,0,1,2.1,3.1,3.05,ALT
Spanish League,Alaves , Valencia,1,0,2,1,2.5,2.85,2.7,UST
English League Champ,Swansea , Bristol City,0,1,3,1,1.95,3.2,3.4,UST
French League,Monaco , Lorient,0,0,0,0,1.33,4.5,7.5,ALT
English League One (Account Only),Sheffield Wed , Rotherham,0,0,0,2,2.8,2.85,2.4,ALT
Italian League,Milan , Sampdoria,1,0,1,0,1.35,4.4,7.0,ALT
Dutch League,Sparta Rotterdam , Willem II,0,0,1,0,1.92,3.2,3.4,ALT
Dutch League,Go Ahead Eagles , Alkmaar,1,3,1,4,5.2,3.8,1.5,UST
A League,Brisbane Roar , Macarthur,1,0,3,1,1.95,3.3,3.2,UST
A League,Central Coast , Perth Glory,0,0,1,1,1.77,3.4,3.8,ALT
Mexican League,Santos Laguna , Club America,2,2,2,3,2.2,3.05,2.9,UST
Mexican League,Cruz Azul , Necaxa,1,0,1,2,1.72,3.2,4.3,UST
Chilean League,Univ de Chile , Antofagasta,1,0,2,1,1.75,3.3,4.0,UST
Mexican League,San Luis , Toluca,0,1,0,1,1.87,3.2,3.6,ALT
Mexican League,Guadalajara , Tigres UANL,0,2,1,3,2.4,2.95,2.75,UST
Chilean League,Huachipato , Audax Italiano,1,1,2,1,2.15,3.0,3.1,UST
Spanish League,Atletico Madrid , Getafe,3,3,4,3,1.42,3.7,7.0,UST
French League,Lyon , Nice,1,0,2,0,1.63,3.8,4.1,UST
Italian League,Torino , Venezia,1,1,1,2,1.48,3.8,5.5,UST
Dutch League,Vitesse Arnhem , PSV,0,3,0,5,4.5,3.6,1.6,UST
Dutch League,Cambuur , Zwolle,2,2,3,4,2.35,3.3,2.55,UST
Dutch League,Groningen , Fortuna Sittard,0,0,0,1,1.72,3.3,4.2,ALT
German League,Leverkusen , Stuttgart,1,0,4,2,1.27,4.8,8.0,UST
Spanish League,Vallecano , Osasuna,0,2,0,3,2.15,2.8,3.3,UST
English Premier,Norwich , Manchester City,0,1,0,4,11.0,6.0,1.15,UST
